index,link_id,link_type,diameter,length,n_exp,C,status,node_out,node_in
120,p120,pipe,0.15,46.7217,1.852,140.0,Open,n146,n149
121,p121,pipe,0.15,39.1766,1.852,140.0,Open,n147,n148
122,p122,pipe,0.15,37.0322,1.852,140.0,Open,n148,n151
123,p123,pipe,0.1,44.4612,1.852,140.0,Open,n155,n159
124,p124,pipe,0.15,50.3933,1.852,140.0,Open,n157,n160
125,p125,pipe,0.15,49.2863,1.852,140.0,Open,n160,n164
126,p126,pipe,0.1,35.6826,1.852,140.0,Open,n161,n163
127,p127,pipe,0.1,61.3236,1.852,140.0,Open,n162,n169
128,p128,pipe,0.15,15.6697,1.852,140.0,Open,n166,n168
129,p129,pipe,0.1,21.5927,1.852,140.0,Open,n167,n170
130,p130,pipe,0.1,74.8142,1.852,140.0,Open,n169,n176
131,p131,pipe,0.1,64.0853,1.852,140.0,Open,n170,n174
132,p132,pipe,0.15,39.144,1.852,140.0,Open,n171,n173
133,p133,pipe,0.1,52.9645,1.852,140.0,Open,n172,n175
134,p134,pipe,0.15,27.4612,1.852,140.0,Open,n173,n174
135,p135,pipe,0.1,40.5201,1.852,140.0,Open,n177,n179
136,p136,pipe,0.1,34.5469,1.852,140.0,Open,n178,n180
137,p137,pipe,0.16,36.7448,1.852,140.0,Open,n183,n185
138,p138,pipe,0.1,59.382,1.852,140.0,Open,n180,n186
139,p139,pipe,0.1,33.9307,1.852,140.0,Open,n180,n181
140,p140,pipe,0.1,47.4653,1.852,140.0,Open,n186,n192
141,p141,pipe,0.16,70.2576,1.852,140.0,Open,n189,n195
142,p142,pipe,0.1,55.1296,1.852,140.0,Open,n192,n196
143,p143,pipe,0.16,72.4956,1.852,140.0,Open,n197,n199
144,p144,pipe,0.1,28.0628,1.852,140.0,Open,n201,n202
145,p145,pipe,0.1,38.1162,1.852,120.0,Open,n205,n206
146,p146,pipe,0.1,54.0342,1.852,120.0,Open,n205,n208
147,p147,pipe,0.1,66.2774,1.852,120.0,Open,n217,n215
148,p148,pipe,0.1,47.8699,1.852,120.0,Open,n209,n210
149,p149,pipe,0.1,40.1662,1.852,120.0,Open,n209,n211
150,p150,pipe,0.1,63.0672,1.852,120.0,Open,n210,n213
151,p151,pipe,0.1,63.0563,1.852,120.0,Open,n212,n216
152,p152,pipe,0.1,74.4208,1.852,120.0,Open,n212,n215
153,p153,pipe,0.1,48.5425,1.852,140.0,Open,n221,n223
154,p154,pipe,0.1,60.488,1.852,140.0,Open,n223,n224
155,p155,pipe,0.15,23.4907,1.852,120.0,Open,n226,n227
156,p156,pipe,0.1,60.668,1.852,140.0,Open,n228,n232
157,p157,pipe,0.1,27.7914,1.852,120.0,Open,n231,n234
158,p158,pipe,0.1,61.2183,1.852,140.0,Open,n232,n235
159,p159,pipe,0.1,39.5957,1.852,120.0,Open,n233,n237
160,p160,pipe,0.1,38.8919,1.852,120.0,Open,n236,n243
161,p161,pipe,0.1,34.4356,1.852,140.0,Open,n239,n241
162,p162,pipe,0.1,43.5216,1.852,120.0,Open,n242,n247
163,p163,pipe,0.15,63.9285,1.852,140.0,Open,n244,n251
164,p164,pipe,0.1,51.2817,1.852,140.0,Open,n248,n249
165,p165,pipe,0.1,59.3324,1.852,140.0,Open,n250,n257
166,p166,pipe,0.1,56.564,1.852,140.0,Open,n252,n258
167,p167,pipe,0.1,23.5371,1.852,140.0,Open,n260,n256
168,p168,pipe,0.1,49.0169,1.852,140.0,Open,n262,n267
169,p169,pipe,0.1,71.5203,1.852,140.0,Open,n269,n273
170,p170,pipe,0.1,67.6756,1.852,140.0,Open,n270,n276
171,p171,pipe,0.1,49.2362,1.852,140.0,Open,n271,n274
172,p172,pipe,0.1,55.4012,1.852,140.0,Open,n274,n281
173,p173,pipe,0.1,53.2009,1.852,140.0,Open,n281,n282
174,p174,pipe,0.1,46.4828,1.852,140.0,Open,n282,n286
175,p175,pipe,0.1,41.9889,1.852,140.0,Open,n283,n289
176,p176,pipe,0.1,58.7628,1.852,140.0,Open,n284,n293
177,p177,pipe,0.1,72.2297,1.852,140.0,Open,n284,n290
178,p178,pipe,0.1,53.0485,1.852,140.0,Open,n289,n293
179,p179,pipe,0.1,19.8689,1.852,120.0,Open,n291,n292
180,p180,pipe,0.1,34.2525,1.852,120.0,Open,n292,n295
181,p181,pipe,0.1,32.9042,1.852,120.0,Open,n292,n296
182,p182,pipe,0.2,37.7973,1.852,140.0,Open,n298,n300
183,p183,pipe,0.1,62.7307,1.852,140.0,Open,n299,n305
184,p184,pipe,0.1,68.0909,1.852,140.0,Open,n301,n308
185,p185,pipe,0.1,55.5132,1.852,140.0,Open,n305,n306
186,p186,pipe,0.1,61.1814,1.852,120.0,Open,n311,n316
187,p187,pipe,0.1,54.0415,1.852,140.0,Open,n312,n313
188,p188,pipe,0.1,61.1475,1.852,140.0,Open,n314,n319
189,p189,pipe,0.1,55.1111,1.852,140.0,Open,n316,n320
190,p190,pipe,0.1,40.8704,1.852,140.0,Open,n317,n321
191,p191,pipe,0.1,54.231,1.852,140.0,Open,n322,n323
192,p192,pipe,0.1,39.7874,1.852,140.0,Open,n325,n326
193,p193,pipe,0.1,62.6495,1.852,140.0,Open,n326,n327
194,p194,pipe,0.1,54.3392,1.852,140.0,Open,n328,n331
195,p195,pipe,0.1,74.5207,1.852,120.0,Open,n246,n217
196,p196,pipe,0.1,55.8465,1.852,140.0,Open,n95,n98
197,p197,pipe,0.15,33.8464,1.852,140.0,Open,n122,n124
198,p198,pipe,0.15,69.1173,1.852,140.0,Open,n130,n133
199,p199,pipe,0.15,74.0429,1.852,140.0,Open,n137,n142
200,p200,pipe,0.15,37.7536,1.852,140.0,Open,n154,n156
201,p201,pipe,0.1,51.6878,1.852,140.0,Open,n163,n167
202,p202,pipe,0.15,64.5793,1.852,140.0,Open,n164,n166
203,p203,pipe,0.15,54.529,1.852,140.0,Open,n174,n178
204,p204,pipe,0.1,32.4311,1.852,140.0,Open,n179,n183
205,p205,pipe,0.1,34.7762,1.852,140.0,Open,n181,n182
206,p206,pipe,0.16,39.046,1.852,140.0,Open,n185,n188
207,p207,pipe,0.1,27.4545,1.852,120.0,Open,n208,n209
208,p208,pipe,0.15,69.3527,1.852,140.0,Open,n221,n220
209,p209,pipe,0.1,55.53,1.852,140.0,Open,n241,n244
210,p210,pipe,0.1,56.5037,1.852,140.0,Open,n245,n249
211,p211,pipe,0.15,30.3174,1.852,140.0,Open,n251,n255
212,p212,pipe,0.1,52.1305,1.852,140.0,Open,n260,n261
213,p213,pipe,0.1,60.9402,1.852,140.0,Open,n263,n267
214,p214,pipe,0.15,25.095,1.852,140.0,Open,n264,n266
215,p215,pipe,0.1,67.4312,1.852,140.0,Open,n273,n277
216,p216,pipe,0.1,42.8233,1.852,120.0,Open,n304,n307
217,p217,pipe,0.1,27.4846,1.852,140.0,Open,n306,n308
218,p218,pipe,0.1,41.4415,1.852,140.0,Open,n309,n310
219,p219,pipe,0.1,54.9136,1.852,140.0,Open,n315,n317
220,p220,pipe,0.1,69.6172,1.852,140.0,Open,n320,n322
221,p221,pipe,0.1,65.9838,1.852,140.0,Open,n323,n324
222,p222,pipe,0.1,47.8129,1.852,140.0,Open,n324,n325
223,p223,pipe,0.15,19.5107,1.852,140.0,Open,n103,n105
224,p224,pipe,0.1,35.8554,1.852,140.0,Open,n136,n334
225,p225,pipe,0.1,40.9309,1.852,140.0,Open,n334,n333
226,p226,pipe,0.1,37.6644,1.852,140.0,Open,n332,n143
227,p227,pipe,0.2,26.9092,1.852,140.0,Open,R1,n303
228,p228,pipe,0.15,46.7558,1.852,140.0,Open,n130,n128
229,p229,pipe,0.1,59.6365,1.852,120.0,Open,n129,n69
230,p230,pipe,0.1,73.0176,1.852,120.0,Open,n67,n70
231,p231,pipe,0.1,46.5731,1.852,140.0,Open,n144,n80
232,p232,pipe,0.1,74.298,1.852,140.0,Open,n184,n191
233,p233,pipe,0.1,52.2341,1.852,140.0,Open,n152,n158
234,p234,pipe,0.15,45.6381,1.852,140.0,Open,n124,n128
235,p235,pipe,0.2,36.178,1.852,140.0,Open,R2,n336
236,p236,pipe,0.1,65.9148,1.852,120.0,Open,n210,n212
237,p237,pipe,0.1,61.9464,1.852,140.0,Open,n341,n198
238,p238,pipe,0.15,42.6918,1.852,140.0,Open,n151,n154
239,p239,pipe,0.2,26.9887,1.852,140.0,Open,1,n343
240,p240,pipe,0.2,23.9926,1.852,140.0,Open,n343,n44
241,p241,pipe,0.1,52.157,1.852,140.0,Open,n5,n8
242,p242,pipe,0.1,62.8657,1.852,140.0,Open,n8,n11
243,p243,pipe,0.1,58.9374,1.852,140.0,Open,n11,n13
244,p244,pipe,0.1,72.0893,1.852,140.0,Open,n13,n17
245,p245,pipe,0.1,73.4228,1.852,140.0,Open,n17,n21
246,p246,pipe,0.1,66.1972,1.852,140.0,Open,n10,n344
247,p247,pipe,0.1,62.8912,1.852,140.0,Open,n344,n15
248,p248,pipe,0.1,56.5717,1.852,140.0,Open,n24,n346
249,p249,pipe,0.1,60.1765,1.852,140.0,Open,n345,n29
250,p250,pipe,0.1,63.0229,1.852,140.0,Open,n19,n345
251,p251,pipe,0.1,48.454,1.852,140.0,Open,n23,n31
252,p252,pipe,0.1,61.1031,1.852,140.0,Open,n20,n23
253,p253,pipe,0.1,68.097,1.852,140.0,Open,n1,n347
254,p254,pipe,0.1,45.4723,1.852,140.0,Open,n347,n348
255,p255,pipe,0.1,50.5431,1.852,140.0,Open,n348,n349
256,p256,pipe,0.1,50.0042,1.852,140.0,Open,n349,n350
257,p257,pipe,0.1,45.6975,1.852,140.0,Open,n350,n351
258,p258,pipe,0.1,54.9718,1.852,140.0,Open,n351,n7
259,p259,pipe,0.1,45.9778,1.852,140.0,Open,n2,n352
260,p260,pipe,0.1,45.9758,1.852,140.0,Open,n352,n10
261,p261,pipe,0.1,47.9576,1.852,140.0,Open,n3,n353
262,p262,pipe,0.1,46.1673,1.852,140.0,Open,n353,n354
263,p263,pipe,0.1,46.6814,1.852,140.0,Open,n354,n344
264,p264,pipe,0.1,58.9057,1.852,140.0,Open,n5,n355
265,p265,pipe,0.1,47.8409,1.852,140.0,Open,n355,n356
266,p266,pipe,0.1,42.6386,1.852,140.0,Open,n356,n12
267,p267,pipe,0.1,44.7387,1.852,140.0,Open,n6,n357
268,p268,pipe,0.1,74.2158,1.852,140.0,Open,n357,n14
269,p269,pipe,0.1,54.8852,1.852,140.0,Open,n7,n358
270,p270,pipe,0.1,54.8734,1.852,140.0,Open,n358,n359
271,p271,pipe,0.1,54.8852,1.852,140.0,Open,n359,n22
272,p272,pipe,0.1,54.4422,1.852,140.0,Open,n8,n360
273,p273,pipe,0.1,54.4379,1.852,140.0,Open,n360,n361
274,p274,pipe,0.1,54.4422,1.852,140.0,Open,n361,n20
275,p275,pipe,0.1,55.052,1.852,140.0,Open,n10,n362
276,p276,pipe,0.1,42.0531,1.852,140.0,Open,n362,n363
277,p277,pipe,0.1,52.7753,1.852,140.0,Open,n363,n19
278,p278,pipe,0.1,49.2109,1.852,140.0,Open,n11,n364
279,p279,pipe,0.1,49.202,1.852,140.0,Open,n364,n365
280,p280,pipe,0.1,49.2109,1.852,140.0,Open,n365,n23
281,p281,pipe,0.1,46.9238,1.852,140.0,Open,n13,n366
282,p282,pipe,0.1,46.9108,1.852,140.0,Open,n366,n367
283,p283,pipe,0.1,46.9238,1.852,140.0,Open,n367,n26
284,p284,pipe,0.1,40.9555,1.852,140.0,Open,n15,n368
285,p285,pipe,0.1,40.9555,1.852,140.0,Open,n368,n345
286,p286,pipe,0.1,41.7936,1.852,140.0,Open,n17,n369
287,p287,pipe,0.1,41.7842,1.852,140.0,Open,n369,n370
288,p288,pipe,0.1,41.7936,1.852,140.0,Open,n370,n33
289,p289,pipe,0.1,44.3754,1.852,140.0,Open,n19,n371
290,p290,pipe,0.1,44.388,1.852,140.0,Open,n371,n344
291,p291,pipe,0.1,52.1064,1.852,140.0,Open,n20,n372
292,p292,pipe,0.1,31.2938,1.852,140.0,Open,n372,n27
293,p293,pipe,0.1,56.6909,1.852,140.0,Open,n21,n373
294,p294,pipe,0.1,56.6782,1.852,140.0,Open,n373,n35
295,p295,pipe,0.1,45.2612,1.852,140.0,Open,n22,n374
296,p296,pipe,0.1,45.2612,1.852,140.0,Open,n374,n375
297,p297,pipe,0.1,45.2708,1.852,140.0,Open,n375,n376
298,p298,pipe,0.1,45.2612,1.852,140.0,Open,n376,n29
299,p299,pipe,0.1,37.911,1.852,140.0,Open,n23,n377
300,p300,pipe,0.1,37.92,1.852,140.0,Open,n377,n26
301,p301,pipe,0.1,42.1213,1.852,140.0,Open,n24,n378
302,p302,pipe,0.1,42.1282,1.852,140.0,Open,n378,n379
303,p303,pipe,0.1,42.1213,1.852,140.0,Open,n379,n345
304,p304,pipe,0.1,51.8914,1.852,140.0,Open,n28,n380
305,p305,pipe,0.1,51.8798,1.852,140.0,Open,n380,n42
306,p306,pipe,0.1,49.2268,1.852,140.0,Open,n30,n381
307,p307,pipe,0.1,49.2364,1.852,140.0,Open,n381,n382
308,p308,pipe,0.1,49.2241,1.852,140.0,Open,n382,n383
309,p309,pipe,0.1,49.2364,1.852,140.0,Open,n383,n36
310,p310,pipe,0.1,54.2583,1.852,140.0,Open,n32,n384
311,p311,pipe,0.1,54.2656,1.852,140.0,Open,n384,n346
312,p312,pipe,0.1,37.8059,1.852,140.0,Open,n34,n385
313,p313,pipe,0.1,37.8079,1.852,140.0,Open,n385,n346
314,p314,pipe,0.1,58.7666,1.852,140.0,Open,n38,n386
315,p315,pipe,0.1,58.7569,1.852,140.0,Open,n386,n40
316,p316,pipe,0.2,48.3058,1.852,140.0,Open,n44,n387
317,p317,pipe,0.2,48.3053,1.852,140.0,Open,n387,n388
318,p318,pipe,0.2,48.3058,1.852,140.0,Open,n388,n45
319,p319,pipe,0.1,41.9903,1.852,140.0,Open,n44,n389
320,p320,pipe,0.1,41.9919,1.852,140.0,Open,n389,n346
321,p321,pipe,0.1,31.6244,1.852,140.0,Open,n47,n390
322,p322,pipe,0.1,59.993,1.852,140.0,Open,n390,n391
323,p323,pipe,0.1,48.7937,1.852,140.0,Open,n391,n392
324,p324,pipe,0.1,46.2596,1.852,140.0,Open,n392,n60
325,p325,pipe,0.1,50.5907,1.852,140.0,Open,n47,n393
326,p326,pipe,0.1,50.5858,1.852,140.0,Open,n393,n394
327,p327,pipe,0.1,50.5907,1.852,140.0,Open,n394,n395
328,p328,pipe,0.1,50.5858,1.852,140.0,Open,n395,n396
329,p329,pipe,0.1,50.582,1.852,140.0,Open,n396,n397
330,p330,pipe,0.1,50.5858,1.852,140.0,Open,n397,n398
331,p331,pipe,0.1,50.5907,1.852,140.0,Open,n398,n399
332,p332,pipe,0.1,50.5858,1.852,140.0,Open,n399,n75
333,p333,pipe,0.1,50.2578,1.852,140.0,Open,n48,n400
334,p334,pipe,0.1,50.254,1.852,140.0,Open,n400,n401
335,p335,pipe,0.1,50.2578,1.852,140.0,Open,n401,n59
336,p336,pipe,0.1,44.39,1.852,140.0,Open,n48,n402
337,p337,pipe,0.1,47.1041,1.852,140.0,Open,n402,n403
338,p338,pipe,0.1,55.5457,1.852,140.0,Open,n403,n404
339,p339,pipe,0.1,39.5692,1.852,140.0,Open,n404,n50
340,p340,pipe,0.1,45.5401,1.852,120.0,Open,n49,n405
341,p341,pipe,0.1,45.5271,1.852,120.0,Open,n405,n57
342,p342,pipe,0.1,40.1571,1.852,120.0,Open,n51,n406
343,p343,pipe,0.1,40.1436,1.852,120.0,Open,n406,n58
344,p344,pipe,0.1,53.4351,1.852,120.0,Open,n52,n407
345,p345,pipe,0.1,53.429,1.852,120.0,Open,n407,n58
346,p346,pipe,0.2,53.3182,1.852,140.0,Open,n54,n408
347,p347,pipe,0.2,53.3059,1.852,140.0,Open,n408,n62
348,p348,pipe,0.1,54.3413,1.852,140.0,Open,n55,n409
349,p349,pipe,0.1,54.3413,1.852,140.0,Open,n409,n59
350,p350,pipe,0.1,56.1843,1.852,140.0,Open,n55,n410
351,p351,pipe,0.1,56.1924,1.852,140.0,Open,n410,n411
352,p352,pipe,0.1,56.1843,1.852,140.0,Open,n411,n68
353,p353,pipe,0.15,50.8629,1.852,120.0,Open,n56,n412
354,p354,pipe,0.15,50.8589,1.852,120.0,Open,n412,n413
355,p355,pipe,0.15,50.8629,1.852,120.0,Open,n413,n67
356,p356,pipe,0.1,56.7688,1.852,120.0,Open,n57,n414
357,p357,pipe,0.1,56.7688,1.852,120.0,Open,n414,n66
358,p358,pipe,0.1,56.9344,1.852,120.0,Open,n58,n415
359,p359,pipe,0.1,56.9365,1.852,120.0,Open,n415,n117
360,p360,pipe,0.1,45.8457,1.852,140.0,Open,n59,n416
361,p361,pipe,0.1,45.842,1.852,140.0,Open,n416,n417
362,p362,pipe,0.1,45.8457,1.852,140.0,Open,n417,n68
363,p363,pipe,0.15,45.0275,1.852,140.0,Open,n62,n418
364,p364,pipe,0.15,45.0372,1.852,140.0,Open,n418,n419
365,p365,pipe,0.15,45.0275,1.852,140.0,Open,n419,n72
366,p366,pipe,0.1,50.3755,1.852,140.0,Open,n63,n420
367,p367,pipe,0.1,50.3705,1.852,140.0,Open,n420,n421
368,p368,pipe,0.1,50.3755,1.852,140.0,Open,n421,n422
369,p369,pipe,0.1,50.3668,1.852,140.0,Open,n422,n423
370,p370,pipe,0.1,50.3705,1.852,140.0,Open,n423,n424
371,p371,pipe,0.1,50.3755,1.852,140.0,Open,n424,n82
372,p372,pipe,0.1,44.8347,1.852,120.0,Open,n64,n425
373,p373,pipe,0.1,44.8216,1.852,120.0,Open,n425,n426
374,p374,pipe,0.1,44.8347,1.852,120.0,Open,n426,n73
375,p375,pipe,0.2,48.2043,1.852,140.0,Open,n65,n427
376,p376,pipe,0.2,48.0736,1.852,140.0,Open,n427,n428
377,p377,pipe,0.2,51.7523,1.852,140.0,Open,n428,n429
378,p378,pipe,0.2,47.3797,1.852,140.0,Open,n429,n430
379,p379,pipe,0.2,47.2886,1.852,140.0,Open,n430,n431
380,p380,pipe,0.2,48.3442,1.852,140.0,Open,n431,n432
381,p381,pipe,0.2,47.6579,1.852,140.0,Open,n432,n433
382,p382,pipe,0.2,47.8974,1.852,140.0,Open,n433,n85
383,p383,pipe,0.1,44.2086,1.852,140.0,Open,n68,n434
384,p384,pipe,0.1,44.2101,1.852,140.0,Open,n434,n75
385,p385,pipe,0.1,62.9855,1.852,120.0,Open,n69,n435
386,p386,pipe,0.1,45.7475,1.852,120.0,Open,n435,n70
387,p387,pipe,0.15,51.6169,1.852,140.0,Open,n72,n436
388,p388,pipe,0.15,51.6072,1.852,140.0,Open,n436,n77
389,p389,pipe,0.1,44.9696,1.852,120.0,Open,n74,n437
390,p390,pipe,0.1,44.9696,1.852,120.0,Open,n437,n79
391,p391,pipe,0.1,54.0942,1.852,140.0,Open,n75,n438
392,p392,pipe,0.1,54.0843,1.852,140.0,Open,n438,n82
393,p393,pipe,0.1,41.1824,1.852,120.0,Open,n76,n439
394,p394,pipe,0.1,41.1824,1.852,120.0,Open,n439,n81
395,p395,pipe,0.15,44.8541,1.852,140.0,Open,n77,n440
396,p396,pipe,0.15,44.8445,1.852,140.0,Open,n440,n441
397,p397,pipe,0.15,58.9926,1.852,140.0,Open,n441,n442
398,p398,pipe,0.15,33.7082,1.852,140.0,Open,n442,n87
