index,node_id,node_type,elev,xcoord,ycoord
45,45,junction,33.77,1653405.75,4946332.5
46,46,junction,34.14,1653576.75,4946261.5
47,47,junction,33.68,1653305.5,4946224.0
48,48,junction,33.71,1653327.63,4946206.0
49,49,junction,31.68,1654320.88,4947050.5
50,50,junction,33.34,1653865.63,4946305.0
51,51,junction,32.83,1654128.63,4946356.5
52,52,junction,32.78,1654151.0,4946388.0
53,53,junction,39.28,1651249.88,4944650.0
54,54,junction,37.12,1651009.13,4945449.0
55,55,junction,36.48,1651234.38,4945272.5
56,56,junction,36.42,1651454.0,4945036.0
57,57,junction,36.13,1651631.75,4944839.0
58,58,junction,36.05,1651706.13,4944872.0
59,59,junction,36.77,1652209.75,4945096.0
60,60,junction,35.48,1651938.88,4944437.0
61,61,junction,35.05,1652230.25,4944648.5
62,62,junction,35.1,1652461.25,4944548.0
63,63,junction,37.95,1651242.38,4944380.5
64,64,junction,38.44,1651105.25,4944112.5
65,65,junction,37.81,1651206.0,4944094.0
66,66,junction,38.22,1651172.75,4943897.0
67,67,junction,38.73,1651089.5,4943759.5
68,68,junction,38.95,1651047.88,4943688.5
69,69,junction,39.7,1650871.63,4943730.0
70,70,junction,40.59,1650699.5,4943831.0
71,71,junction,40.81,1650643.5,4943741.5
72,72,junction,41.06,1650545.13,4943797.5
73,73,junction,41.45,1650520.88,4943731.0
74,74,junction,41.83,1650299.25,4943830.5
75,75,junction,41.44,1650312.0,4943864.0
76,76,junction,41.09,1650129.5,4944033.0
77,77,junction,40.74,1650062.38,4944332.5
78,78,junction,38.6,1651328.75,4943618.5
79,79,junction,36.91,1652035.13,4943543.0
80,80,junction,36.75,1652295.38,4943960.0
81,81,junction,36.81,1652274.0,4943915.0
82,82,junction,37.05,1652177.13,4943728.0
83,83,junction,35.88,1652378.5,4944227.5
84,84,junction,36.45,1652613.25,4944096.0
85,85,junction,36.16,1652813.0,4944165.5
86,86,junction,34.99,1652520.5,4944765.5
87,87,junction,35.61,1652776.0,4944502.5
88,88,junction,34.89,1652571.63,4944946.0
89,89,junction,35.59,1653166.63,4944737.0
90,90,junction,35.7,1653208.38,4944863.5
91,91,junction,35.2,1653384.13,4945164.0
92,92,junction,35.64,1653347.25,4944479.5
93,93,junction,35.93,1653436.5,4944350.0
94,94,junction,37.64,1652876.63,4943584.0
95,95,junction,37.17,1652898.75,4943338.0
96,96,junction,37.1,1652902.5,4943296.0
97,97,junction,36.97,1653228.75,4943125.0
98,98,junction,37.0,1653309.5,4943022.0
99,99,junction,36.74,1653025.75,4943691.5
100,100,junction,34.78,1652573.75,4945380.0
101,101,junction,34.26,1652700.0,4945571.0
102,102,junction,33.66,1653007.75,4945362.0
103,103,junction,33.78,1653126.88,4945561.5
104,104,junction,33.75,1653249.5,4945739.0
105,105,junction,33.38,1653037.88,4945841.5
106,106,junction,34.85,1653240.25,4945242.5
107,107,junction,34.27,1653586.0,4945851.5
108,108,junction,34.3,1653657.0,4945938.0
109,109,junction,33.95,1653793.75,4945830.5
110,110,junction,33.92,1653877.13,4945776.0
111,111,junction,32.32,1654144.25,4945621.5
112,112,junction,34.76,1653650.88,4945006.0
113,113,junction,34.21,1653850.25,4944888.5
114,114,junction,34.92,1653644.13,4944567.0
115,115,junction,32.96,1654038.25,4945213.0
116,116,junction,30.69,1654814.75,4946886.5
117,117,junction,30.59,1655054.13,4946778.5
118,118,junction,30.73,1654981.88,4946686.5
119,119,junction,30.7,1654952.13,4946733.5
120,120,junction,31.02,1654764.13,4946651.5
121,121,junction,31.03,1655205.88,4946327.0
122,122,junction,31.75,1654560.5,4945469.5
123,123,junction,32.0,1654911.5,4945305.0
124,124,junction,32.05,1655494.63,4944952.5
125,125,junction,32.1,1655475.63,4944804.5
126,126,junction,33.76,1654567.88,4944497.0
127,127,junction,32.27,1654739.5,4944761.0
128,128,junction,31.86,1655066.0,4944789.0
129,129,junction,32.42,1655412.5,4944625.0
130,130,junction,33.0,1655182.0,4944156.0
131,131,junction,33.63,1655000.88,4943750.0
132,132,junction,36.37,1653583.88,4943834.5
133,133,junction,35.69,1653737.0,4944072.0
134,134,junction,35.52,1654039.88,4943759.5
135,135,junction,35.56,1654630.13,4943284.0
136,136,junction,35.92,1654391.75,4942756.0
137,137,junction,35.37,1654787.38,4943123.0
138,138,junction,35.06,1653500.25,4945096.5
139,139,junction,34.12,1652763.88,4945531.5
140,140,junction,39.35,1650107.63,4944676.5
141,141,junction,39.1,1650145.63,4944665.0
142,142,junction,39.84,1650352.5,4944579.5
143,143,junction,39.84,1650357.88,4944574.5
144,144,junction,39.45,1650376.25,4944620.5
145,145,junction,39.7,1650381.38,4944614.0
146,146,junction,37.95,1651251.13,4944414.5
147,147,junction,37.61,1651260.13,4944416.5
148,148,junction,37.95,1651237.25,4944384.0
149,149,junction,35.69,1651579.0,4944230.5
150,150,junction,35.32,1651645.38,4944302.0
151,151,junction,35.81,1652019.13,4944321.5
152,152,junction,35.81,1652208.25,4944271.0
153,153,junction,36.02,1652519.13,4944189.5
154,154,junction,38.25,1651329.5,4943687.5
155,155,junction,37.5,1652392.63,4943383.5
156,156,junction,37.54,1652393.38,4943359.5
157,157,junction,37.08,1653184.25,4943033.0
158,158,junction,36.76,1654010.5,4942993.0
159,159,junction,35.88,1654455.63,4942851.0
160,160,junction,35.77,1654626.38,4942950.5
161,161,junction,34.7,1654827.25,4943438.0
162,162,junction,35.37,1654111.88,4943677.5
163,163,junction,34.99,1654341.0,4943549.5
164,164,junction,35.93,1653947.88,4943634.0
165,165,junction,36.27,1653878.0,4943632.0
166,166,junction,32.67,1655342.5,4944429.0
167,167,junction,32.75,1655290.5,4944410.0
168,168,junction,32.88,1655221.38,4944282.0
169,169,junction,34.09,1654399.38,4944572.0
170,170,junction,36.09,1653136.13,4944368.0
171,171,junction,36.05,1653035.25,4944362.5
172,172,junction,36.04,1653147.88,4944201.0
173,173,junction,36.02,1653102.13,4944214.0
174,174,junction,31.76,1655032.0,4945217.5
175,175,junction,31.91,1655018.25,4945301.5
176,176,junction,31.8,1655514.13,4945400.5
177,177,junction,31.48,1655702.38,4945732.0
178,178,junction,31.12,1655636.25,4945947.5
179,179,junction,31.1,1655473.38,4946058.0
180,180,junction,31.19,1655702.0,4945843.5
181,181,junction,30.39,1655004.88,4946866.0
182,182,junction,30.55,1654848.63,4946920.0
183,183,junction,31.13,1654504.88,4947010.0
184,184,junction,31.81,1654147.63,4947127.5
185,185,junction,32.34,1654320.63,4946836.0
186,186,junction,32.83,1654196.13,4946476.5
187,187,junction,33.69,1653374.0,4946313.5
188,188,junction,33.17,1654034.0,4946220.5
189,189,junction,33.23,1653117.88,4945984.5
190,190,junction,33.34,1652987.5,4945869.0
191,191,junction,33.77,1652919.5,4945750.5
192,192,junction,33.77,1652879.75,4945759.5
193,193,junction,32.2,1652625.5,4947099.5
194,194,junction,34.41,1652295.38,4946618.5
195,195,junction,33.39,1652739.13,4946283.5
196,196,junction,34.34,1652044.5,4946708.5
197,197,junction,35.03,1652433.0,4945703.0
198,198,junction,34.44,1652664.75,4945450.0
199,199,junction,34.53,1652626.63,4945439.5
200,200,junction,34.94,1652531.63,4945339.5
201,201,junction,34.7,1652665.13,4945336.0
202,202,junction,36.7,1652217.38,4945696.5
203,203,junction,36.2,1652211.63,4945412.0
204,204,junction,35.03,1652469.38,4945212.5
205,205,junction,36.77,1652212.0,4945062.5
206,206,junction,36.2,1651102.75,4946039.0
207,207,junction,37.88,1650501.5,4946742.5
208,208,junction,38.03,1650496.13,4946770.0
209,209,junction,36.86,1650076.63,4946503.5
210,210,junction,37.24,1649932.25,4946560.5
211,211,junction,36.66,1649851.13,4946001.0
212,212,junction,36.49,1649984.88,4945956.0
213,213,junction,37.3,1649627.88,4945098.0
214,214,junction,40.3,1650151.88,4944850.0
215,215,junction,39.85,1649929.63,4944395.0
216,216,junction,41.0,1650210.88,4944252.0
217,217,junction,41.16,1650325.75,4943930.5
218,218,junction,35.05,1652407.25,4944555.5
219,219,junction,33.92,1652869.63,4945446.5
220,220,junction,32.14,1654186.38,4945631.5
221,221,junction,34.17,1652715.75,4945564.5
222,222,junction,35.1,1654757.0,4943407.5
223,223,junction,31.55,1655204.38,4945090.0
224,224,junction,31.75,1655307.38,4945032.5
225,225,junction,32.07,1655520.5,4945027.5
226,226,junction,31.94,1655510.63,4945305.5
227,227,junction,31.66,1655546.63,4945480.0
228,228,junction,31.04,1655316.13,4946179.0
229,229,junction,31.05,1655280.25,4946245.5
230,230,junction,38.49,1651133.0,4944753.0
231,231,junction,35.68,1651333.63,4946515.0
232,232,junction,35.39,1651621.0,4946776.5
233,233,junction,34.89,1652620.25,4945096.5
234,234,junction,34.86,1653535.38,4945415.0
235,235,junction,34.99,1653638.5,4945351.5
236,236,junction,32.54,1654106.25,4945524.0
237,237,junction,34.41,1653382.38,4945500.0
238,238,junction,36.16,1653496.88,4944266.0
239,239,junction,35.3,1653901.25,4943949.0
240,240,junction,35.17,1654462.38,4943456.5
241,241,junction,32.92,1655230.88,4944258.0
242,242,junction,33.07,1655162.75,4944163.0
243,243,junction,31.91,1654925.75,4944801.0
244,244,junction,32.0,1654858.25,4944795.0
245,245,junction,32.05,1655479.0,4944922.5
246,246,junction,32.05,1655494.88,4944873.0
247,247,junction,30.7,1654742.88,4946936.5
248,248,junction,31.33,1653702.88,4947431.0
249,249,junction,36.3,1652127.0,4945847.0
250,250,junction,35.83,1652323.25,4945747.5
251,251,junction,36.95,1651497.63,4944781.5
252,252,junction,38.01,1650826.88,4944939.5
253,253,junction,36.65,1650026.0,4946453.5
254,254,junction,36.91,1653025.75,4943589.5
255,255,junction,36.77,1653405.25,4943607.0
256,256,junction,31.5,1654542.0,4946550.0
257,257,junction,38.65,1651141.13,4944445.0
258,258,junction,39.54,1650052.63,4944638.0
259,259,junction,39.58,1650012.63,4944551.5
260,260,junction,39.58,1649989.63,4944541.5
261,261,junction,40.55,1650020.38,4944365.0
262,262,junction,40.79,1650106.88,4944325.5
263,263,junction,40.95,1650209.75,4944195.5
264,264,junction,37.76,1650017.88,4946758.0
265,265,junction,35.96,1652260.88,4945816.5
266,266,junction,36.81,1652433.0,4943954.0
267,267,junction,36.21,1652708.25,4944155.0
268,268,junction,35.61,1653541.75,4944409.5
269,269,reservoir,0,1654257.63,4946332.5
270,270,reservoir,0,1650149.75,4946528.5
271,271,reservoir,0,1650191.75,4944416.5
272,272,reservoir,0,1654428.63,4942467.0
