index,link_id,link_type,diameter,length,n_exp,C,status,node_out,node_in
86,link_0086,pipe,0.097,1.92,1.852,127.561943,Open,node_0073,node_1078
87,link_0087,pipe,0.1,58.43,1.852,127.561943,Open,node_0073,node_2020
88,link_0088,pipe,0.101599998,82.690002,1.852,96.16616,Open,node_0074,node_0287
89,link_0089,pipe,0.101599998,4.83,1.852,96.16616,Open,node_0074,node_2533
90,link_0090,pipe,0.101599998,22.940001,1.852,125.654067,Open,node_0076,node_0087
91,link_0091,pipe,0.076599998,175.630005,1.852,125.654067,Open,node_0077,node_0078
92,link_0092,pipe,0.076599998,49.07,1.852,125.654067,Open,node_0077,node_2187
93,link_0093,pipe,0.101599998,14.34,1.852,125.654067,Open,node_0079,node_0075
94,link_0094,pipe,0.101599998,1.71,1.852,125.654067,Open,node_0080,node_1049
95,link_0095,pipe,0.101599998,1.58,1.852,125.654067,Open,node_0080,node_2507
96,link_0096,pipe,0.101599998,14.45,1.852,125.654067,Open,node_0081,node_0082
97,link_0097,pipe,0.050799999,1.68,1.852,126.972746,Open,node_0083,node_1056
98,link_0098,pipe,0.050799999,4.05,1.852,126.972746,Open,node_0083,node_2512
99,link_0099,pipe,0.101599998,41.830002,1.852,125.654067,Open,node_0084,node_0081
100,link_0100,pipe,0.14400000000000002,35.369999,1.852,127.561943,Open,node_0085,node_0086
101,link_0101,pipe,0.1,2.11,1.852,127.561943,Open,node_0085,node_1062
102,link_0102,pipe,0.14400000000000002,68.580002,1.852,127.561943,Open,node_0086,node_0551
103,link_0103,pipe,0.101599998,10.59,1.852,125.654067,Open,node_0087,node_1046
104,link_0104,pipe,0.101599998,2.92,1.852,125.654067,Open,node_0087,node_2029
105,link_0105,pipe,0.14400000000000002,36.310001,1.852,127.561943,Open,node_0088,node_0089
106,link_0106,pipe,0.1,2.41,1.852,127.561943,Open,node_0088,node_1088
107,link_0107,pipe,0.195,81.470001,1.852,127.561943,Open,node_0089,node_2530
108,link_0108,pipe,0.178,15.65,1.852,96.16616,Open,node_0090,node_0560
109,link_0109,pipe,0.101599998,2.75,1.852,96.16616,Open,node_0090,node_1036
110,link_0110,pipe,0.127199997,5.54,1.852,96.16616,Open,node_0091,node_2532
111,link_0111,pipe,0.076599998,1.06,1.852,86.430381,Open,node_0092,node_1098
112,link_0112,pipe,0.152199997,6.43,1.852,86.430381,Open,node_0092,node_1100
113,link_0113,pipe,0.076599998,94.660004,1.852,55.090712,Open,node_0093,node_0156
114,link_0114,pipe,0.072199997,2.56,1.852,127.561943,Open,node_0094,node_0629
115,link_0115,pipe,0.101599998,26.219999,1.852,55.090712,Open,node_0095,node_0395
116,link_0116,pipe,0.076599998,1.58,1.852,55.090712,Open,node_0096,node_0097
117,link_0117,pipe,0.101599998,64.129997,1.852,55.090712,Open,node_0096,node_0599
118,link_0118,pipe,0.07619999699999999,1.08,1.852,95.156108,Open,node_0097,node_1337
119,link_0119,pipe,0.101599998,72.82,1.852,55.090712,Open,node_0098,node_0600
120,link_0120,pipe,0.050799999,2.24,1.852,55.090712,Open,node_0098,node_2539
121,link_0121,pipe,0.050799999,3.55,1.852,55.090712,Open,node_0099,node_2538
122,link_0122,pipe,0.203,39.389999,1.852,55.090712,Open,node_0099,node_2565
123,link_0123,pipe,0.203,85.389999,1.852,55.090712,Open,node_0100,node_0099
124,link_0124,pipe,0.101599998,5.28,1.852,55.090712,Open,node_0100,node_0101
125,link_0125,pipe,0.203,5.52,1.852,55.090712,Open,node_0100,node_0102
126,link_0126,pipe,0.203,38.380001,1.852,55.090712,Open,node_0102,node_0653
127,link_0127,pipe,0.076599998,3.94,1.852,55.090712,Open,node_0102,node_2540
128,link_0128,pipe,0.203,89.120003,1.852,55.090712,Open,node_0103,node_0107
129,link_0129,pipe,0.076599998,64.760002,1.852,106.54725,Open,node_0104,node_0612
130,link_0130,pipe,0.07619999699999999,1.58,1.852,95.156108,Open,node_0104,node_2546
131,link_0131,pipe,0.127199997,5.88,1.852,86.430381,Open,node_0105,node_2033
132,link_0132,pipe,0.101599998,39.41,1.852,86.430381,Open,node_0105,node_2548
133,link_0133,pipe,0.101599998,37.389999,1.852,55.090712,Open,node_0106,node_2555
134,link_0134,pipe,0.203,3.66,1.852,55.090712,Open,node_0107,node_0321
135,link_0135,pipe,0.076599998,5.99,1.852,55.090712,Open,node_0107,node_2554
136,link_0136,pipe,0.203,36.07,1.852,55.090712,Open,node_0109,node_0313
137,link_0137,pipe,0.076599998,6.65,1.852,55.090712,Open,node_0109,node_2556
138,link_0138,pipe,0.203,51.610001,1.852,55.090712,Open,node_0110,node_0111
139,link_0139,pipe,0.101599998,12.47,1.852,55.090712,Open,node_0110,node_1271
140,link_0140,pipe,0.203,10.63,1.852,55.090712,Open,node_0111,node_0459
141,link_0141,pipe,0.101599998,18.370001,1.852,55.090712,Open,node_0112,node_0333
142,link_0142,pipe,0.101599998,26.34,1.852,55.090712,Open,node_0113,node_0035
143,link_0143,pipe,0.050799999,1.73,1.852,95.156108,Open,node_0117,node_0118
144,link_0144,pipe,0.07619999699999999,2.03,1.852,95.156108,Open,node_0118,node_1339
145,link_0145,pipe,0.101599998,20.84,1.852,116.3672,Open,node_0119,node_0122
146,link_0146,pipe,0.076599998,37.34,1.852,116.3672,Open,node_0120,node_0137
147,link_0147,pipe,0.076599998,64.860001,1.852,116.3672,Open,node_0120,node_1997
148,link_0148,pipe,0.178,20.200001,1.852,116.3672,Open,node_0121,node_0410
149,link_0149,pipe,0.101599998,15.18,1.852,116.3672,Open,node_0122,node_1997
150,link_0150,pipe,0.178,11.8,1.852,116.3672,Open,node_0123,node_0513
151,link_0151,pipe,0.127199997,2.88,1.852,125.654067,Open,node_0123,node_1149
152,link_0152,pipe,0.178,36.849998,1.852,116.3672,Open,node_0124,node_0123
153,link_0153,pipe,0.076599998,4.93,1.852,110.7558,Open,node_0124,node_1151
154,link_0154,pipe,0.178,37.84,1.852,116.3672,Open,node_0125,node_2574
155,link_0155,pipe,0.0965,3.74,1.852,127.561943,Open,node_0126,node_1353
156,link_0156,pipe,0.079199997,19.120001,1.852,127.561943,Open,node_0127,node_1735
157,link_0157,pipe,0.178,2.35,1.852,126.860518,Open,node_0128,node_1166
158,link_0158,pipe,0.050400002,2.94,1.852,127.561943,Open,node_0128,node_2160
159,link_0159,pipe,0.076599998,18.32,1.852,126.860518,Open,node_0129,node_2585
160,link_0160,pipe,0.076599998,59.040001,1.852,126.860518,Open,node_0129,node_2586
161,link_0161,pipe,0.178,33.220001,1.852,126.860518,Open,node_0130,node_0131
162,link_0162,pipe,0.999,3.96,1.852,107.192561,Open,node_0130,node_0984
163,link_0163,pipe,0.076599998,4.86,1.852,107.192561,Open,node_0131,node_2190
164,link_0164,pipe,0.1,3.19,1.852,116.3672,Open,node_0133,node_1184
165,link_0165,pipe,0.144800003,78.410004,1.852,126.972746,Open,node_0134,node_2601
166,link_0166,pipe,0.076599998,81.919998,1.852,116.3672,Open,node_0135,node_2025
167,link_0167,pipe,0.076599998,46.98,1.852,116.3672,Open,node_0136,node_0423
168,link_0168,pipe,0.050799999,1.7,1.852,125.654067,Open,node_0136,node_2595
169,link_0169,pipe,0.076599998,52.259998,1.852,116.3672,Open,node_0137,node_0138
170,link_0170,pipe,0.076599998,37.130001,1.852,116.3672,Open,node_0138,node_2597
171,link_0171,pipe,0.076599998,21.09,1.852,116.3672,Open,node_0139,node_0138
172,link_0172,pipe,0.144800003,36.98,1.852,126.972746,Open,node_0140,node_1188
173,link_0173,pipe,0.178,3.74,1.852,116.3672,Open,node_0141,node_1680
174,link_0174,pipe,0.076599998,4.4,1.852,116.3672,Open,node_0142,node_2208
175,link_0175,pipe,0.072199997,1.29,1.852,126.972746,Open,node_0143,node_1674
176,link_0176,pipe,0.076599998,64.260002,1.852,116.3672,Open,node_0143,node_2616
177,link_0177,pipe,0.076599998,2.94,1.852,116.3672,Open,node_0143,node_2618
178,link_0178,pipe,0.076599998,3.65,1.852,116.3672,Open,node_0144,node_0517
179,link_0179,pipe,0.076599998,7.06,1.852,116.3672,Open,node_0144,node_2617
180,link_0180,pipe,0.050799999,5.72,1.852,127.561943,Open,node_0145,node_1202
181,link_0181,pipe,0.076599998,2.36,1.852,116.3672,Open,node_0145,node_2624
182,link_0182,pipe,0.076599998,5.96,1.852,116.3672,Open,node_0146,node_0145
183,link_0183,pipe,0.15,68.480003,1.852,127.561943,Open,node_0148,node_0154
184,link_0184,pipe,0.15,2.6,1.852,127.561943,Open,node_0149,node_1210
185,link_0185,pipe,0.097,1.5,1.852,127.561943,Open,node_0151,node_1222
186,link_0186,pipe,0.050799999,64.57,1.852,126.972746,Open,node_0152,node_1232
187,link_0187,pipe,0.14400000000000002,38.099998,1.852,127.561943,Open,node_0153,node_0558
188,link_0188,pipe,0.14400000000000002,16.92,1.852,127.561943,Open,node_0154,node_0085
189,link_0189,pipe,0.097,1.25,1.852,127.561943,Open,node_0154,node_1064
190,link_0190,pipe,0.101599998,26.030001,1.852,96.16616,Open,node_0155,node_0310
191,link_0191,pipe,0.076599998,21.07,1.852,55.090712,Open,node_0156,node_2637
192,link_0192,pipe,0.101599998,26.32,1.852,55.090712,Open,node_0157,node_0113
193,link_0193,pipe,0.101599998,91.669998,1.852,55.090712,Open,node_0158,node_2640
194,link_0194,pipe,0.079199997,3.73,1.852,127.561943,Open,node_0159,node_0609
195,link_0195,pipe,0.076599998,8.24,1.852,86.430381,Open,node_0160,node_2646
196,link_0196,pipe,0.079199997,50.07,1.852,127.561943,Open,node_0161,node_2167
197,link_0197,pipe,0.079199997,41.459999,1.852,127.561943,Open,node_0162,node_0161
198,link_0198,pipe,0.101599998,41.299999,1.852,86.430381,Open,node_0163,node_1249
199,link_0199,pipe,0.050799999,1.87,1.852,86.430381,Open,node_0163,node_2647
200,link_0200,pipe,0.076599998,33.459999,1.852,86.430381,Open,node_0164,node_0194
201,link_0201,pipe,0.07619999699999999,1.98,1.852,95.156108,Open,node_0164,node_2649
202,link_0202,pipe,0.101599998,92.589996,1.852,86.430381,Open,node_0165,node_0166
203,link_0203,pipe,0.050799999,2.24,1.852,86.430381,Open,node_0165,node_2650
204,link_0204,pipe,0.101599998,91.389999,1.852,86.430381,Open,node_0166,node_0167
205,link_0205,pipe,0.050799999,2.15,1.852,86.430381,Open,node_0166,node_2651
206,link_0206,pipe,0.101599998,78.68,1.852,86.430381,Open,node_0167,node_1255
207,link_0207,pipe,0.050799999,2.13,1.852,86.430381,Open,node_0167,node_2652
208,link_0208,pipe,0.152199997,77.07,1.852,86.430381,Open,node_0168,node_0190
209,link_0209,pipe,0.050799999,84.519997,1.852,86.430381,Open,node_0169,node_0171
210,link_0210,pipe,0.076599998,15.82,1.852,86.430381,Open,node_0169,node_2656
211,link_0211,pipe,0.076599998,13.18,1.852,86.430381,Open,node_0170,node_2653
212,link_0212,pipe,0.050799999,37.419998,1.852,86.430381,Open,node_0170,node_2713
213,link_0213,pipe,0.050799999,88.57,1.852,86.430381,Open,node_0171,node_0222
214,link_0214,pipe,0.050799999,6.83,1.852,86.430381,Open,node_0171,node_2711
215,link_0215,pipe,0.079199997,1.2,1.852,127.561943,Open,node_0172,node_1729
216,link_0216,pipe,0.079199997,51.41,1.852,127.561943,Open,node_0173,node_1726
217,link_0217,pipe,0.203,5.91,1.852,55.090712,Open,node_0174,node_0175
218,link_0218,pipe,0.101599998,1.96,1.852,55.090712,Open,node_0176,node_0178
219,link_0219,pipe,0.076599998,1.29,1.852,55.090712,Open,node_0176,node_1265
220,link_0220,pipe,0.101599998,2.23,1.852,55.090712,Open,node_0178,node_1259
221,link_0221,pipe,0.076599998,11.23,1.852,55.090712,Open,node_0178,node_1270
222,link_0222,pipe,0.152199997,0.9,1.852,55.090712,Open,node_0179,node_1267
223,link_0223,pipe,0.076599998,10.28,1.852,111.990308,Open,node_0179,node_1725
224,link_0224,pipe,0.101599998,15.97,1.852,86.430381,Open,node_0180,node_1274
225,link_0225,pipe,0.101599998,98.809998,1.852,86.430381,Open,node_0180,node_2742
226,link_0226,pipe,0.101599998,92.050003,1.852,86.430381,Open,node_0181,node_0163
227,link_0227,pipe,0.050799999,1.55,1.852,86.430381,Open,node_0181,node_2667
228,link_0228,pipe,0.101599998,2.37,1.852,127.561943,Open,node_0183,node_1276
229,link_0229,pipe,0.050799999,3.53,1.852,127.561943,Open,node_0183,node_1278
230,link_0230,pipe,0.101599998,34.400002,1.852,116.3672,Open,node_0184,node_0501
231,link_0231,pipe,0.101599998,1.82,1.852,125.654067,Open,node_0184,node_2668
232,link_0232,pipe,0.101599998,0.53,1.852,116.3672,Open,node_0186,node_0504
233,link_0233,pipe,0.101599998,90.449997,1.852,116.3672,Open,node_0187,node_2672
234,link_0234,pipe,0.101599998,3.92,1.852,125.654067,Open,node_0187,node_2673
235,link_0235,pipe,0.101599998,22.1,1.852,116.3672,Open,node_0188,node_1784
236,link_0236,pipe,0.050799999,2.35,1.852,125.654067,Open,node_0188,node_2677
237,link_0237,pipe,0.152199997,13.08,1.852,86.430381,Open,node_0189,node_0168
238,link_0238,pipe,0.050799999,2.96,1.852,86.430381,Open,node_0189,node_2678
239,link_0239,pipe,0.152199997,19.84,1.852,86.430381,Open,node_0190,node_0317
240,link_0240,pipe,0.152199997,19.01,1.852,86.430381,Open,node_0191,node_0316
241,link_0241,pipe,0.050799999,4.55,1.852,86.430381,Open,node_0191,node_2680
242,link_0242,pipe,0.076599998,58.110001,1.852,86.430381,Open,node_0192,node_2681
243,link_0243,pipe,0.076599998,2.99,1.852,86.430381,Open,node_0192,node_2682
244,link_0244,pipe,0.101599998,91.440002,1.852,86.430381,Open,node_0193,node_0258
245,link_0245,pipe,0.101599998,3.63,1.852,86.430381,Open,node_0193,node_2685
246,link_0246,pipe,0.076599998,55.720001,1.852,86.430381,Open,node_0194,node_0195
247,link_0247,pipe,0.050799999,54.939999,1.852,86.430381,Open,node_0194,node_2686
248,link_0248,pipe,0.076599998,25.18,1.852,86.430381,Open,node_0195,node_2688
249,link_0249,pipe,0.101599998,92.919998,1.852,86.430381,Open,node_0196,node_2704
250,link_0250,pipe,0.101599998,7.24,1.852,86.430381,Open,node_0197,node_0248
251,link_0251,pipe,0.152199997,93.57,1.852,86.430381,Open,node_0198,node_0247
252,link_0252,pipe,0.050799999,3.35,1.852,86.430381,Open,node_0198,node_2269
253,link_0253,pipe,0.101599998,81.059998,1.852,86.430381,Open,node_0199,node_0197
254,link_0254,pipe,0.101599998,3.84,1.852,86.430381,Open,node_0200,node_0199
255,link_0255,pipe,0.076599998,17.379999,1.852,86.430381,Open,node_0201,node_0605
256,link_0256,pipe,0.101599998,3.78,1.852,107.192561,Open,node_0202,node_0279
257,link_0257,pipe,0.050799999,1.95,1.852,86.430381,Open,node_0203,node_2292
258,link_0258,pipe,0.076599998,58.080002,1.852,86.430381,Open,node_0203,node_2293
259,link_0259,pipe,0.076599998,3.31,1.852,86.430381,Open,node_0204,node_0203
260,link_0260,pipe,0.076599998,52.619999,1.852,107.192561,Open,node_0204,node_2456
261,link_0261,pipe,0.076599998,9.91,1.852,86.430381,Open,node_0206,node_2299
262,link_0262,pipe,0.101599998,15.72,1.852,55.090712,Open,node_0207,node_0592
263,link_0263,pipe,0.050799999,1.07,1.852,127.561943,Open,node_0208,node_0752
264,link_0264,pipe,0.097,9.71,1.852,95.156108,Open,node_0208,node_2308
265,link_0265,pipe,0.22860000600000002,11.88,1.852,55.090712,Open,node_0209,node_0758
266,link_0266,pipe,0.101599998,80.879997,1.852,86.430381,Open,node_0210,node_2183
267,link_0267,pipe,0.101599998,16.52,1.852,86.430381,Open,node_0211,node_0210
268,link_0268,pipe,0.101599998,8.1,1.852,86.430381,Open,node_0211,node_2312
269,link_0269,pipe,0.101599998,6.35,1.852,86.430381,Open,node_0212,node_0453
270,link_0270,pipe,0.07619999699999999,10.87,1.852,95.156108,Open,node_0212,node_0766
271,link_0271,pipe,0.22860000600000002,63.889999,1.852,55.090712,Open,node_0213,node_0285
272,link_0272,pipe,0.15239999399999998,6.03,1.852,95.156108,Open,node_0213,node_0768
273,link_0273,pipe,0.076599998,1.65,1.852,86.430381,Open,node_0214,node_0772
274,link_0274,pipe,0.101599998,22.879999,1.852,55.090712,Open,node_0214,node_2322
275,link_0275,pipe,0.101599998,19.08,1.852,55.090712,Open,node_0215,node_0282
276,link_0276,pipe,0.127199997,77.089996,1.852,86.430381,Open,node_0216,node_0281
277,link_0277,pipe,0.127199997,2.54,1.852,86.430381,Open,node_0216,node_2036
278,link_0278,pipe,0.050799999,55.25,1.852,86.430381,Open,node_0217,node_2329
279,link_0279,pipe,0.101599998,28.59,1.852,86.430381,Open,node_0217,node_2330
280,link_0280,pipe,0.152199997,59.650002,1.852,86.430381,Open,node_0218,node_0220
281,link_0281,pipe,0.101599998,28.59,1.852,55.090712,Open,node_0219,node_0408
282,link_0282,pipe,0.152199997,41.830002,1.852,86.430381,Open,node_0220,node_0227
283,link_0283,pipe,0.050799999,2.66,1.852,86.430381,Open,node_0220,node_2707
284,link_0284,pipe,0.152199997,96.309998,1.852,86.430381,Open,node_0221,node_0189
285,link_0285,pipe,0.050799999,2.31,1.852,86.430381,Open,node_0221,node_2708
286,link_0286,pipe,0.050799999,7.67,1.852,86.430381,Open,node_0222,node_2712
287,link_0287,pipe,0.203,88.669998,1.852,55.090712,Open,node_0223,node_0263
288,link_0288,pipe,0.203,0.85,1.852,55.090712,Open,node_0224,node_0175
289,link_0289,pipe,0.203,63.869999,1.852,55.090712,Open,node_0224,node_0225
290,link_0290,pipe,0.203,91.540001,1.852,55.090712,Open,node_0225,node_0270
291,link_0291,pipe,0.050799999,2.48,1.852,55.090712,Open,node_0225,node_2729
292,link_0292,pipe,0.076599998,1.95,1.852,86.430381,Open,node_0226,node_0228
293,link_0293,pipe,0.050799999,61.189999,1.852,86.430381,Open,node_0226,node_2736
294,link_0294,pipe,0.152199997,7.93,1.852,86.430381,Open,node_0227,node_0606
295,link_0295,pipe,0.076599998,3.88,1.852,86.430381,Open,node_0228,node_2738
296,link_0296,pipe,0.101599998,40.59,1.852,107.192561,Open,node_0229,node_2209
297,link_0297,pipe,0.101599998,2.26,1.852,127.561943,Open,node_0230,node_0788
298,link_0298,pipe,0.203,40.84,1.852,80.847038,Open,node_0231,node_0527
299,link_0299,pipe,0.178,2.8,1.852,80.847038,Open,node_0231,node_0529
300,link_0300,pipe,0.076599998,5.77,1.852,80.847038,Open,node_0231,node_2369
301,link_0301,pipe,0.101599998,16.66,1.852,55.090712,Open,node_0232,node_0041
302,link_0302,pipe,0.101599998,2.93,1.852,107.192561,Open,node_0232,node_0233
303,link_0303,pipe,0.101599998,0.6,1.852,107.192561,Open,node_0232,node_0944
304,link_0304,pipe,0.101599998,10.34,1.852,107.192561,Open,node_0233,node_0234
305,link_0305,pipe,0.101599998,2.16,1.852,107.192561,Open,node_0233,node_0942
306,link_0306,pipe,0.203,61.919998,1.852,107.192561,Open,node_0235,node_0236
307,link_0307,pipe,0.101599998,2.39,1.852,107.192561,Open,node_0235,node_0940
308,link_0308,pipe,0.203,51.310001,1.852,107.192561,Open,node_0236,node_0314
309,link_0309,pipe,0.079199997,36.560001,1.852,127.561943,Open,node_0237,node_2186
310,link_0310,pipe,0.101599998,0.8,1.852,86.430381,Open,node_0238,node_2340
311,link_0311,pipe,0.101599998,87.629997,1.852,86.430381,Open,node_0238,node_2458
312,link_0312,pipe,0.076599998,1.52,1.852,126.860518,Open,node_0239,node_0988
313,link_0313,pipe,0.127199997,45.68,1.852,126.860518,Open,node_0240,node_2480
314,link_0314,pipe,0.101599998,2.8,1.852,80.847038,Open,node_0242,node_1355
315,link_0315,pipe,0.101599998,3.54,1.852,125.654067,Open,node_0243,node_1082
316,link_0316,pipe,0.101599998,12.36,1.852,125.654067,Open,node_0244,node_1048
317,link_0317,pipe,0.076599998,92.230003,1.852,86.430381,Open,node_0245,node_0192
318,link_0318,pipe,0.076599998,2.71,1.852,86.430381,Open,node_0245,node_2683
319,link_0319,pipe,0.152199997,40.889999,1.852,86.430381,Open,node_0246,node_1293
320,link_0320,pipe,0.050799999,3.23,1.852,86.430381,Open,node_0246,node_2684
321,link_0321,pipe,0.152199997,61.580002,1.852,86.430381,Open,node_0247,node_2052
322,link_0322,pipe,0.050799999,3.74,1.852,86.430381,Open,node_0247,node_2690
323,link_0323,pipe,0.101599998,63.549999,1.852,86.430381,Open,node_0248,node_1303
