index,node_id,node_type,elev,xcoord,ycoord
55,node_0055,junction,56.76,362852.7,175628.5
56,node_0056,junction,48.179567,362539.49,175691.69
57,node_0057,junction,60.252123,362969.41,175542.86
58,node_0058,junction,59.775641,362904.7,175500.3
59,node_0059,junction,56.470534,362823.5,176105.3
60,node_0060,junction,54.084005,362780.59,175995.14
61,node_0061,junction,55.557185,362713.2,176013.0
62,node_0062,junction,55.153731,362643.3,176020.1
63,node_0063,junction,55.198894,362647.0,176018.1
64,node_0064,junction,54.544316,362617.8,176089.4
65,node_0065,junction,54.432323,362608.55,176090.02
66,node_0066,junction,54.45532,362604.6,176090.4
67,node_0067,junction,54.172261,362561.3,176095.0
68,node_0068,junction,54.179102,362555.09,176096.38
69,node_0069,junction,54.206049,362551.9,176097.1
70,node_0070,junction,54.159509,362519.2,176108.3
71,node_0071,junction,54.159611,362518.34,176105.38
72,node_0072,junction,49.880939,362367.93,176156.66
73,node_0073,junction,44.519714,362640.6,176630.8
74,node_0074,junction,42.886984,362748.7,177000.0
75,node_0075,junction,42.405297,362592.2,176829.2
76,node_0076,junction,44.159507,362797.1,176906.3
77,node_0077,junction,43.412316,362661.0,176857.3
78,node_0078,junction,45.139019,362735.4,176718.7
79,node_0079,junction,42.552615,362600.67,176817.62
80,node_0080,junction,44.508096,362836.9,176905.7
81,node_0081,junction,45.180859,362881.95,176786.16
82,node_0082,junction,45.285168,362889.89,176774.09
83,node_0083,junction,45.210055,362913.5,176810.4
84,node_0084,junction,44.911325,362859.7,176821.6
85,node_0085,junction,45.162553,362966.39,176892.13
86,node_0086,junction,45.179744,362936.2,176873.8
87,node_0087,junction,44.334901,362811.2,176888.2
88,node_0088,junction,44.810154,362934.9,177114.2
89,node_0089,junction,44.406762,362911.6,177140.3
90,node_0090,junction,42.896425,362752.5,176993.1
91,node_0091,junction,43.507262,362810.0,177030.5
92,node_0092,junction,66.148406,363451.3,175466.0
93,node_0093,junction,66.142056,363453.9,175466.1
94,node_0094,junction,63.449902,363074.73,175471.61
95,node_0095,junction,65.673344,363025.61,175355.12
96,node_0096,junction,66.168492,363058.3,175335.0
97,node_0097,junction,66.169113,363059.2,175336.3
98,node_0098,junction,68.307264,363137.8,175282.9
99,node_0099,junction,67.076808,363095.8,175308.5
100,node_0100,junction,69.102283,363167.3,175261.8
101,node_0101,junction,69.100564,363170.5,175266.0
102,node_0102,junction,69.105985,363171.8,175258.6
103,node_0103,junction,70.573627,363243.2,175209.7
104,node_0104,junction,66.45,363057.4,175157.5
105,node_0105,junction,68.146867,363175.4,175132.6
106,node_0106,junction,72.698334,363329.86,175156.88
107,node_0107,junction,72.586727,363318.1,175161.4
108,node_0108,junction,71.454688,363284.95,175240.14
109,node_0109,junction,74.624795,363393.4,175112.0
110,node_0110,junction,76.139675,363497.0,175041.1
111,node_0111,junction,76.706597,363540.36,175013.09
112,node_0112,junction,74.981293,363417.0,175100.5
113,node_0113,junction,75.472234,363457.4,175073.9
114,node_0114,junction,72.768993,363480.8,175261.3
115,node_0115,junction,73.115356,363476.4,175247.3
116,node_0116,junction,73.580072,363469.5,175230.0
117,node_0117,junction,66.147378,363056.57,175340.14
118,node_0118,junction,66.148009,363055.67,175338.65
119,node_0119,junction,56.733339,363222.43,175923.62
120,node_0120,junction,60.282231,363168.0,176007.89
121,node_0121,junction,60.099755,363308.5,175801.7
122,node_0122,junction,57.394396,363212.43,175941.91
123,node_0123,junction,58.254639,363386.5,175905.1
124,node_0124,junction,58.824272,363370.7,175871.8
125,node_0125,junction,59.833311,363271.3,175775.3
126,node_0126,junction,63.760215,363337.56,175614.53
127,node_0127,junction,75.511177,363638.28,175251.78
128,node_0128,junction,60.047581,363232.89,175753.05
129,node_0129,junction,55.865195,363078.6,175815.8
130,node_0130,junction,58.14058,362865.1,175539.4
131,node_0131,junction,57.623499,362837.44,175521.0
132,node_0132,junction,54.609864,363107.2,176316.1
133,node_0133,junction,54.957472,363160.6,176316.2
134,node_0134,junction,60.460504,363222.5,176078.3
135,node_0135,junction,57.335776,363115.07,176196.03
136,node_0136,junction,55.701527,363135.4,176259.0
137,node_0137,junction,59.991981,363138.7,176030.47
138,node_0138,junction,59.535368,363087.47,176040.84
139,node_0139,junction,59.634023,363090.65,176061.69
140,node_0140,junction,60.998275,363279.0,176050.1
141,node_0141,junction,60.908467,363474.6,175974.2
142,node_0142,junction,60.579501,363456.8,176143.2
143,node_0143,junction,56.991076,363485.73,176368.91
144,node_0144,junction,56.965719,363475.34,176369.98
145,node_0145,junction,52.536542,363470.43,176552.07
146,node_0146,junction,52.680429,363471.5,176546.2
147,node_0147,junction,52.468161,363473.4,176559.2
148,node_0148,junction,45.958939,363046.77,176920.94
149,node_0149,junction,46.739813,363137.99,176999.27
150,node_0150,junction,43.380909,363073.5,177337.9
151,node_0151,junction,45.500229,363011.8,177156.0
152,node_0152,junction,44.809588,363106.5,177183.7
153,node_0153,junction,46.048533,363090.7,177125.6
154,node_0154,junction,45.229945,362982.04,176898.57
155,node_0155,junction,47.419518,363353.61,177606.33
156,node_0156,junction,69.450076,363515.65,175395.48
157,node_0157,junction,75.147959,363435.5,175088.5
158,node_0158,junction,75.11,363556.18,175225.92
159,node_0159,junction,73.929742,363654.94,175303.53
160,node_0160,junction,74.327932,363769.19,175267.9
161,node_0161,junction,71.038249,363674.64,175365.21
162,node_0162,junction,69.236619,363687.61,175404.59
163,node_0163,junction,68.473374,363904.7,175435.7
164,node_0164,junction,71.88,364000.29,175433.9
165,node_0165,junction,71.52103,363874.5,175340.6
166,node_0166,junction,74.5,363846.3,175252.4
167,node_0167,junction,76.27,363818.3,175165.4
168,node_0168,junction,86.650652,364014.48,175027.62
169,node_0169,junction,82.867988,363912.1,175030.2
170,node_0170,junction,81.173619,363838.0,175012.1
171,node_0171,junction,84.31,363918.33,174945.9
172,node_0172,junction,77.181758,363601.65,175140.24
173,node_0173,junction,77.355188,363579.65,175072.26
174,node_0174,junction,77.036947,363555.18,175003.39
175,node_0175,junction,77.059031,363560.11,175000.14
176,node_0176,junction,77.08641,363558.26,175008.16
177,node_0177,junction,77.096463,363570.09,175001.19
178,node_0178,junction,77.106314,363559.95,175007.16
179,node_0179,junction,77.097825,363560.62,175013.56
180,node_0180,junction,68.734949,363938.9,175542.7
181,node_0181,junction,68.533876,363933.0,175523.3
182,node_0182,junction,53.731072,363555.15,176528.48
183,node_0183,junction,56.277871,363572.45,176449.29
184,node_0184,junction,57.025992,363571.25,176414.7
185,node_0185,junction,56.279682,363575.65,176446.62
186,node_0186,junction,60.912646,363569.54,176170.32
187,node_0187,junction,62.121944,363581.5,176063.2
188,node_0188,junction,54.403447,363559.6,176505.9
189,node_0189,junction,86.268313,364011.45,175014.89
190,node_0190,junction,86.694636,364037.91,175101.05
191,node_0191,junction,83.748171,364067.3,175191.4
192,node_0192,junction,87.13,364199.95,175202.36
193,node_0193,junction,74.249784,364017.61,175347.73
194,node_0194,junction,71.88,364011.9,175402.7
195,node_0195,junction,74.85486,364046.52,175359.61
196,node_0196,junction,73.794885,364097.62,175494.22
197,node_0197,junction,78.033057,364227.44,175453.1
198,node_0198,junction,76.809025,364120.71,175357.13
199,node_0199,junction,81.446319,364304.76,175428.75
200,node_0200,junction,81.610456,364308.43,175427.59
201,node_0201,junction,84.791425,364393.11,175400.95
202,node_0202,junction,65.467815,362949.58,175000.0
203,node_0203,junction,62.56563,362869.8,174975.03
204,node_0204,junction,62.566104,362866.5,174975.3
205,node_0205,junction,65.449757,362844.2,174709.8
206,node_0206,junction,72.653715,363067.25,174448.05
207,node_0207,junction,72.694788,363293.89,174641.62
208,node_0208,junction,67.330905,363229.7,174727.7
209,node_0209,junction,68.463849,363183.2,174679.8
210,node_0210,junction,70.44285,363124.2,174589.0
211,node_0211,junction,70.523663,363137.59,174579.33
212,node_0212,junction,68.911549,363057.33,174527.38
213,node_0213,junction,68.849172,363055.06,174533.14
214,node_0214,junction,68.673187,363247.3,174849.1
215,node_0215,junction,68.569631,363281.8,174931.2
216,node_0216,junction,67.886326,363168.5,174877.6
217,node_0217,junction,65.18,363105.8,174908.0
218,node_0218,junction,89.515266,363972.17,174772.06
219,node_0219,junction,87.025601,363874.4,174808.6
220,node_0220,junction,87.902773,363982.0,174830.9
221,node_0221,junction,86.317871,363995.6,174919.9
222,node_0222,junction,83.69,363838.59,174910.64
223,node_0223,junction,83.331657,363768.32,174864.73
224,node_0224,junction,77.060449,363560.84,174999.67
225,node_0225,junction,78.301332,363614.24,174964.63
226,node_0226,junction,87.187,364050.69,174859.46
227,node_0227,junction,87.006356,363988.7,174872.2
228,node_0228,junction,87.187,364048.77,174859.85
229,node_0229,junction,51.548112,362479.51,175498.31
230,node_0230,junction,41.660344,362034.24,175900.51
231,node_0231,junction,46.462348,362285.9,176185.4
232,node_0232,junction,62.423342,362930.36,175416.88
233,node_0233,junction,61.814862,362927.66,175418.03
234,node_0234,junction,60.36478,362918.05,175421.87
235,node_0235,junction,60.411871,362912.87,175414.61
236,node_0236,junction,59.192009,362859.6,175446.2
237,node_0237,junction,53.253653,362676.05,175614.0
238,node_0238,junction,49.7775,362489.4,175577.8
239,node_0239,junction,48.712527,362941.8,175889.2
240,node_0240,junction,48.547095,362899.05,175898.95
241,node_0241,junction,54.150875,362562.2,176102.3
242,node_0242,junction,54.134238,362558.9,176102.5
243,node_0243,junction,45.346466,362730.6,176640.6
244,node_0244,junction,44.455416,362837.7,176895.8
245,node_0245,junction,81.793074,364155.58,175281.91
246,node_0246,junction,79.728984,364095.02,175278.19
247,node_0247,junction,75.851416,364149.38,175446.21
248,node_0248,junction,77.845117,364220.52,175455.27
249,node_0249,junction,86.33,364460.22,175404.86
250,node_0250,junction,78.94,363606.84,174829.41
251,node_0251,junction,65.578522,363021.08,175358.1
252,node_0252,junction,57.831969,363468.29,176317.39
253,node_0253,junction,61.248613,363422.12,176077.37
254,node_0254,junction,60.520629,363320.11,176116.54
255,node_0255,junction,57.36,363135.9,175934.19
256,node_0256,junction,61.390359,363340.52,175773.77
257,node_0257,junction,63.853366,362988.18,175427.74
258,node_0258,junction,70.984801,363930.41,175375.27
259,node_0259,junction,81.109302,363762.31,174994.88
260,node_0260,junction,83.833989,363939.48,175047.9
261,node_0261,junction,81.31,363870.84,175066.63
262,node_0262,junction,81.525361,363771.89,174971.64
263,node_0263,junction,85.844545,363843.82,174818.22
264,node_0264,junction,89.034791,363923.25,174770.5
265,node_0265,junction,73.689919,363462.71,174939.37
266,node_0266,junction,78.818507,363637.4,174956.4
267,node_0267,junction,75.799718,363510.04,174861.2
268,node_0268,junction,81.60439,363720.84,174910.55
269,node_0269,junction,81.480238,363692.0,174856.63
270,node_0270,junction,81.022303,363691.04,174914.81
271,node_0271,junction,80.75,363664.76,174770.13
272,node_0272,junction,79.64,363613.04,174721.57
273,node_0273,junction,75.419338,363486.0,174773.5
274,node_0274,junction,75.907657,363529.38,174750.07
275,node_0275,junction,74.368578,363448.32,174745.94
276,node_0276,junction,76.114073,363509.6,174756.8
277,node_0277,junction,63.689592,362869.59,175150.31
278,node_0278,junction,63.705,362819.13,175095.77
279,node_0279,junction,65.490373,362947.66,175003.27
280,node_0280,junction,71.273516,363287.6,175085.65
281,node_0281,junction,68.18,363205.23,174945.38
282,node_0282,junction,68.477603,363290.67,174948.1
283,node_0283,junction,74.04,363404.53,174718.32
284,node_0284,junction,68.672982,363032.57,174518.61
285,node_0285,junction,69.953733,363107.82,174569.17
286,node_0286,junction,72.918685,363302.78,174635.51
287,node_0287,junction,42.259709,362672.91,176966.94
288,node_0288,junction,44.11,362749.23,176871.55
289,node_0289,junction,36.262616,362114.32,176250.22
290,node_0290,junction,41.771256,362181.61,176231.2
291,node_0291,junction,56.969361,362762.24,175471.72
292,node_0292,junction,56.92029,362605.8,175376.59
293,node_0293,junction,58.448088,362653.0,175263.07
294,node_0294,junction,62.81,362733.48,175025.69
295,node_0295,junction,66.081545,362352.2,178039.48
296,node_0296,junction,42.249713,362477.2,176623.4
297,node_0297,junction,24.94329,362128.33,176667.16
298,node_0298,junction,24.913064,362133.22,176667.44
299,node_0299,junction,24.878676,362132.41,176659.11
300,node_0300,junction,24.870931,362130.6,176658.22
301,node_0301,junction,58.298463,363049.5,175661.2
302,node_0302,junction,50.556602,362570.18,175622.99
303,node_0303,junction,54.432578,362608.02,176087.41
304,node_0304,junction,54.519856,362616.0,176084.0
305,node_0305,junction,54.485301,362611.9,176089.7
306,node_0306,junction,55.14112,362704.97,176099.56
307,node_0307,junction,60.479395,362297.21,178549.8
308,node_0308,junction,73.299802,362391.66,177616.48
309,node_0309,junction,73.524657,362400.25,177601.67
310,node_0310,junction,47.168446,363340.27,177585.54
311,node_0311,junction,90.031141,363967.92,174746.27
312,node_0312,junction,42.718187,363159.36,177432.97
313,node_0313,junction,75.043703,363423.3,175092.0
314,node_0314,junction,58.3361,362819.3,175477.97
315,node_0315,junction,57.603842,362815.73,175506.52
316,node_0316,junction,83.398285,364072.8,175209.6
317,node_0317,junction,86.778275,364044.1,175119.9
318,node_0318,junction,89.269808,363949.67,174764.83
319,node_0319,junction,89.535951,363947.27,174756.56
320,node_0320,junction,77.087364,363556.76,175007.62
321,node_0321,junction,72.594965,363321.1,175159.3
322,node_0322,junction,84.044937,363796.46,174855.6
323,node_0323,junction,68.384788,363181.9,174687.2
324,node_0324,junction,49.88862,362369.12,176155.0
325,node_0325,junction,73.458066,362398.67,177613.34
326,node_0326,junction,54.08127,362559.3,176107.9
327,node_0327,junction,24.833353,362119.85,176653.28
328,node_0328,junction,24.906652,362138.28,176662.0
329,node_0329,junction,46.463472,362293.79,176189.51
330,node_0330,junction,78.986919,363791.5,175080.54
331,node_0331,junction,76.047353,363514.92,174862.17
332,node_0332,junction,63.584795,363375.84,175591.38
333,node_0333,junction,75.122832,363432.42,175090.5
334,node_0334,junction,65.31,362540.03,178340.09
335,node_0335,junction,66.223326,362520.83,178263.07
336,node_0336,junction,66.277463,362515.16,178246.62
337,node_0337,junction,81.481346,363708.6,174910.6
338,node_0338,junction,81.529076,363701.7,174887.87
339,node_0339,junction,53.434956,363595.75,176564.53
340,node_0340,junction,55.664594,362748.75,176103.55
341,node_0341,junction,55.4205,362736.21,176102.73
342,node_0342,junction,84.467415,364247.89,175283.98
343,node_0343,junction,69.518058,363234.55,175275.84
344,node_0344,junction,89.610752,363971.73,174769.24
345,node_0345,junction,89.486137,363956.53,174757.84
346,node_0346,junction,89.500041,363950.7,174755.04
347,node_0347,junction,90.029118,363968.72,174745.44
348,node_0348,junction,58.385163,363065.3,175670.8
349,node_0349,junction,58.255383,362814.8,175481.76
350,node_0350,junction,69.645126,363889.6,175388.2
351,node_0351,junction,81.440114,363749.0,174949.6
352,node_0352,junction,76.998673,363551.13,175006.04
353,node_0353,junction,89.257096,363947.99,174765.86
354,node_0354,junction,81.590745,363718.86,174904.12
355,node_0355,junction,71.142555,363265.0,175199.3
356,node_0356,junction,68.690131,363246.2,175071.0
357,node_0357,junction,77.61734,364111.4,175328.3
358,node_0358,junction,15.484285,362145.24,176493.36
359,node_0359,junction,48.255572,362384.75,175505.64
360,node_0360,junction,52.931328,362670.56,175619.04
361,node_0361,junction,57.004102,362793.63,175492.23
362,node_0362,junction,66.174616,362500.36,178248.49
363,node_0363,junction,66.128701,362496.42,178248.94
364,node_0364,junction,66.121929,362494.86,178247.12
365,node_0365,junction,15.069807,362109.02,176427.86
366,node_0366,junction,15.219566,362080.63,176403.09
367,node_0367,junction,15.45764,362140.82,176493.82
368,node_0368,junction,56.153125,362784.54,175571.48
369,node_0369,junction,90.235261,363983.08,174760.59
370,node_0370,junction,90.067542,363969.46,174744.67
371,node_0371,junction,42.45,362320.52,175724.48
372,node_0372,junction,45.22,362372.88,175706.06
373,node_0373,junction,65.307253,362281.0,178047.47
374,node_0374,junction,65.310289,362278.37,178047.41
375,node_0375,junction,44.545881,362831.0,176860.9
376,node_0376,junction,55.810254,363179.7,176278.0
377,node_0377,junction,64.987918,362532.64,178400.25
378,node_0378,junction,63.48,363002.95,174701.3
379,node_0379,junction,54.095182,363027.55,175818.52
380,node_0380,junction,73.302738,362390.94,177614.96
381,node_0381,junction,71.558626,362248.03,177543.87
382,node_0382,junction,73.904919,362349.46,177414.34
383,node_0383,junction,73.979151,362366.38,177442.56
384,node_0384,junction,71.47138,362338.33,177702.94
385,node_0385,junction,82.600981,362081.44,177546.6
386,node_0386,junction,82.416284,362135.76,177648.11
387,node_0387,junction,77.571608,362167.21,177575.22
388,node_0388,junction,82.520059,362006.26,177648.59
389,node_0389,junction,81.913235,362067.48,177502.35
390,node_0390,junction,70.547949,362218.1,177482.94
391,node_0391,junction,83.953472,362003.27,177564.44
392,node_0392,junction,83.953913,362001.67,177564.59
393,node_0393,junction,84.319405,361996.43,177517.63
394,node_0394,junction,82.268977,362141.54,177652.82
395,node_0395,junction,66.059475,363047.94,175341.38
396,node_0396,junction,63.550351,363069.03,175466.41
397,node_0397,junction,72.723928,362325.67,177577.3
398,node_0398,junction,72.946165,362337.57,177554.54
399,node_0399,junction,71.659131,362256.83,177556.24
400,node_0400,junction,85.949242,363842.06,174810.06
401,node_0401,junction,72.315226,362316.27,177662.45
402,node_0402,junction,73.883754,362348.62,177415.14
403,node_0403,junction,82.250433,362077.67,177522.11
404,node_0404,junction,81.849802,362110.16,177690.41
405,node_0405,junction,84.950166,361959.67,177421.53
406,node_0406,junction,83.766623,362003.24,177580.96
407,node_0407,junction,84.953656,361955.2,177420.25
408,node_0408,junction,85.871533,363849.95,174823.42
409,node_0409,junction,82.780809,362082.51,177559.83
410,node_0410,junction,59.867804,363324.67,175813.76
411,node_0411,junction,64.977258,362528.87,178400.56
412,node_0412,junction,83.966366,362001.38,177561.04
413,node_0413,junction,71.554937,362263.86,177417.7
414,node_0414,junction,66.19,362241.87,177348.94
415,node_0415,junction,73.477545,362155.26,177484.25
416,node_0416,junction,66.19,362236.83,177342.89
417,node_0417,junction,54.558259,363075.2,176310.6
418,node_0418,junction,60.283478,363133.5,176082.86
419,node_0419,junction,60.484849,363410.0,175983.4
420,node_0420,junction,60.519551,363413.94,175990.18
421,node_0421,junction,62.752107,363586.2,176016.9
422,node_0422,junction,59.77467,363563.8,176248.9
423,node_0423,junction,56.052434,363095.44,176237.01
424,node_0424,junction,60.283639,363134.6,176082.9
425,node_0425,junction,60.296494,363132.76,176078.88
426,node_0426,junction,59.311625,363058.66,176086.99
427,node_0427,junction,59.740233,363091.5,176082.6
428,node_0428,junction,53.506549,362980.76,175757.01
429,node_0429,junction,61.92,363560.81,175723.27
430,node_0430,junction,62.520893,363481.4,175719.0
431,node_0431,junction,63.090593,363327.8,175662.4
432,node_0432,junction,60.166913,363246.3,175760.2
433,node_0433,junction,62.412439,363333.9,175724.7
434,node_0434,junction,62.118923,362285.78,178401.24
435,node_0435,junction,56.386095,362943.75,175992.73
436,node_0436,junction,57.635,363567.2,176382.1
437,node_0437,junction,68.905733,363003.55,174492.39
438,node_0438,junction,66.556953,362925.45,174507.54
439,node_0439,junction,61.039128,363317.2,176030.0
440,node_0440,junction,73.893412,362395.9,177556.2
441,node_0441,junction,66.584714,362925.65,174512.05
442,node_0442,junction,66.552835,362922.08,174505.43
443,node_0443,junction,72.056513,362276.76,177584.47
444,node_0444,junction,56.002103,362544.06,175350.86
445,node_0445,junction,65.31,362539.63,178346.02
446,node_0446,junction,67.015449,362515.45,178154.41
447,node_0447,junction,53.930892,362982.6,175720.8
448,node_0448,junction,60.310989,362972.67,175543.89
449,node_0449,junction,62.411918,363332.6,175724.7
450,node_0450,junction,57.078703,362864.76,176111.25
451,node_0451,junction,57.210604,362865.01,176108.89
452,node_0452,junction,68.799929,363022.67,174504.8
453,node_0453,junction,68.868438,363052.0,174523.9
454,node_0454,junction,72.763473,363293.78,174628.26
455,node_0455,junction,73.780335,363230.35,174569.01
456,node_0456,junction,44.11,362746.0,176869.2
457,node_0457,junction,54.047228,362795.08,175989.4
458,node_0458,junction,63.732725,363333.6,175614.4
459,node_0459,junction,76.953965,363549.26,175007.27
460,node_0460,junction,69.61,362354.63,177781.0
461,node_0461,junction,60.059186,363236.76,175755.05
462,node_0462,junction,77.004365,363552.36,175008.0
463,node_0463,junction,63.705,362806.03,175111.65
464,node_0464,junction,60.650376,362710.7,175199.6
465,node_0465,junction,61.7598,362290.47,178450.27
466,node_0466,junction,72.664017,363064.92,174444.93
467,node_0467,junction,34.914163,362275.02,176755.92
468,node_0468,junction,24.928127,362135.56,176668.47
469,node_0469,junction,46.389393,362516.7,175741.66
470,node_0470,junction,59.542684,362327.0,178605.34
471,node_0471,junction,53.757905,363489.72,176515.96
472,node_0472,junction,57.887154,363317.86,176256.4
473,node_0473,junction,57.879233,363307.73,176264.16
474,node_0474,junction,69.687093,363212.47,175232.68
475,node_0475,junction,55.394295,362734.55,176102.62
476,node_0476,junction,73.60636,362399.4,177605.67
477,node_0477,junction,73.467814,362398.84,177610.69
478,node_0478,junction,54.779744,362629.38,176067.26
479,node_0479,junction,64.245742,363356.15,175593.14
480,node_0480,junction,42.390765,362604.0,176837.14
481,node_0481,junction,53.701043,363485.14,176515.07
482,node_0482,junction,51.862307,362626.74,175639.29
483,node_0483,junction,52.203398,362640.92,175637.05
484,node_0484,junction,59.329312,363059.72,176091.78
485,node_0485,junction,59.09704,363324.1,176193.2
486,node_0486,junction,55.279443,362649.89,176023.21
487,node_0487,junction,60.187802,363182.4,175729.2
488,node_0488,junction,90.219105,363983.01,174759.07
489,node_0489,junction,89.745174,363970.58,174762.32
490,node_0490,junction,96.980112,364316.63,174833.74
491,node_0491,junction,96.965991,364315.56,174832.86
492,node_0492,junction,96.957935,364314.16,174831.7
493,node_0493,junction,43.675023,362532.6,176617.9
494,node_0494,junction,42.625671,362450.5,176664.1
495,node_0495,junction,42.715353,362445.1,176673.1
496,node_0496,junction,42.4585,362552.5,176782.55
497,node_0497,junction,50.315041,362454.78,177250.53
498,node_0498,junction,44.628517,362474.82,177151.36
499,node_0499,junction,41.436343,362581.28,176929.49
500,node_0500,junction,58.415716,363571.3,176341.8
501,node_0501,junction,56.277743,363570.24,176449.0
502,node_0502,junction,55.02097,363563.58,176485.5
503,node_0503,junction,57.644162,363469.65,176325.9
504,node_0504,junction,60.912556,363569.49,176170.86
505,node_0505,junction,64.249413,363351.94,175595.21
506,node_0506,junction,61.255764,363331.2,175772.8
507,node_0507,junction,60.46334,363224.4,176085.1
508,node_0508,junction,56.777479,362849.82,176107.43
509,node_0509,junction,57.318545,362893.4,176109.96
510,node_0510,junction,59.994479,363299.33,175825.16
511,node_0511,junction,60.17514,363438.2,175961.9
512,node_0512,junction,61.351965,363276.6,175726.4
513,node_0513,junction,58.202588,363391.43,175915.83
514,node_0514,junction,55.179346,363486.6,176461.1
515,node_0515,junction,53.707006,363477.27,176513.57
516,node_0516,junction,54.956427,363158.1,176323.0
517,node_0517,junction,56.970424,363474.99,176366.35
518,node_0518,junction,36.159893,361940.99,175840.85
519,node_0519,junction,36.959336,362034.7,175834.8
520,node_0520,junction,50.108801,362168.24,175960.26
521,node_0521,junction,52.143224,362348.63,175973.77
522,node_0522,junction,51.450006,362326.7,176027.8
523,node_0523,junction,45.443119,362105.3,175905.62
524,node_0524,junction,44.628887,362118.17,176117.77
525,node_0525,junction,43.321575,362069.68,176055.92
526,node_0526,junction,43.626649,362096.4,176113.71
527,node_0527,junction,44.813161,362248.9,176202.7
528,node_0528,junction,47.414228,362305.47,176175.5
529,node_0529,junction,46.405996,362288.45,176184.24
530,node_0530,junction,47.027663,362228.5,176132.4
531,node_0531,junction,47.207401,362294.59,176170.71
532,node_0532,junction,45.618231,362189.4,176141.0
533,node_0533,junction,50.016653,362209.1,176017.6
534,node_0534,junction,49.704139,362207.5,176029.9
535,node_0535,junction,50.158975,362171.2,175991.7
536,node_0536,junction,24.836696,362112.0,176657.0
537,node_0537,junction,20.413496,362136.12,176555.5
538,node_0538,junction,15.638528,362145.56,176498.28
539,node_0539,junction,22.538501,362135.88,176586.49
540,node_0540,junction,55.111792,362690.9,176097.5
541,node_0541,junction,54.542841,362622.0,176089.3
542,node_0542,junction,54.505762,362612.1,176085.1
543,node_0543,junction,54.11,362556.4,176108.8
544,node_0544,junction,15.498585,362149.36,176491.11
545,node_0545,junction,15.13276,362112.99,176432.84
546,node_0546,junction,54.716855,362624.35,176073.6
547,node_0547,junction,55.371286,362658.2,176030.0
548,node_0548,junction,41.641251,362030.6,175900.71
549,node_0549,junction,43.427001,362651.3,176870.5
550,node_0550,junction,45.216455,362707.2,176672.0
551,node_0551,junction,45.169881,362879.3,176835.5
552,node_0552,junction,45.75413,362851.8,176719.4
553,node_0553,junction,45.767708,363024.3,177118.4
554,node_0554,junction,43.891926,362855.1,177076.1
555,node_0555,junction,45.956823,363066.9,176891.8
556,node_0556,junction,42.337145,363093.5,177343.5
557,node_0557,junction,43.1317,363082.6,177329.5
558,node_0558,junction,45.991873,363053.0,177123.2
559,node_0559,junction,41.06863,362544.3,176894.5
